"","authorID","groupID","author_name","author_order","address","university","department","postal_code","city","state","country","RP_address","RI","OI","UT","refID","PT","PY","PU"
"109",109,109,"Ramos-Valencia, Santiago A.",23,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000538100800009",21,"J","2020","WILEY"
"110",110,110,"Rivera-Paez, Fredy A.",28,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0001-8048-5818","WOS:000538100800009",21,"J","2020","WILEY"
"111",111,111,"Rodas-Rua, Juan C.",14,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000538100800009",21,"J","2020","WILEY"
"112",112,112,"Salazar-Ramirez, Juan G.",21,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000538100800009",21,"J","2020","WILEY"
"113",113,113,"Salazar-Ramirez, Luisa F.",17,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000538100800009",21,"J","2020","WILEY"
"114",114,114,"Santisteban-Arenas, Rafael R.",20,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000538100800009",21,"J","2020","WILEY"
"115",115,115,"Tobon-Escobar, William D.",9,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000538100800009",21,"J","2020","WILEY"
"116",116,116,"Vargas-Daza, Angela M.",3,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000538100800009",21,"J","2020","WILEY"
"117",117,117,"Velasquez-Trujillo, Vanessa",16,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000538100800009",21,"J","2020","WILEY"
"118",118,118,"Ghedini, Giulia",1,"Monash Univ, Sch Biol Sci, Ctr Geometr Biol, Clayton, Vic 3800, Australia.","monash univ","sch biol sci",NA,"clayton","vic ","australia",NA,NA,"0000-0002-5156-2009","WOS:000538100800012",22,"J","2020","WILEY"
"119",119,119,"Loreau, Michel",2,"CNRS, Ctr Biodivers Theory & Modelling, Theoret & Expt Ecol Stn, F-09200 Moulis, France.","cnrs","ctr biodivers theory & modelling","09200"," moulis",NA,"france",NA,NA,NA,"WOS:000538100800012",22,"J","2020","WILEY"
"120",120,120,"Marshall, Dustin J.",3,"Monash Univ, Sch Biol Sci, Ctr Geometr Biol, Clayton, Vic 3800, Australia.","monash univ","sch biol sci",NA,"clayton","vic ","australia",NA,NA,NA,"WOS:000538100800012",22,"J","2020","WILEY"
"121",121,121,"Heinze, Johannes",1,"Univ Potsdam, Inst Biochem & Biol, Maulbeerallee 1, D-14469 Potsdam, Germany.","univ potsdam","inst biochem & biol","14469"," potsdam",NA,"germany",NA,NA,"0000-0002-3556-5883","WOS:000538100800001",23,"J","2020","WILEY"
"122",122,122,"Kulmatiski, Andrew",3,"Utah State Univ, Dept Wildland Resources, Logan, UT 84322 USA.","utah state univ","dept wildland resources","84322","logan","ut","usa",NA,NA,NA,"WOS:000538100800001",23,"J","2020","WILEY"
"123",123,123,"Wacker, Alexander",2,"Ernst Moritz Arndt Univ Greifswald, Museum & Inst Zool, Loitzer Str 26, D-17489 Greifswald, Germany.","ernst moritz arndt univ greifswald","museum & inst zool","17489"," greifswald",NA,"germany",NA,NA,"0000-0001-9687-6477","WOS:000538100800001",23,"J","2020","WILEY"
"124",124,124,"Crawley, Michael J.",2,"Imperial Coll London, Div Ecol & Evolut, Silwood Pk, Ascot SL5 7PY, Berks, England.","imperial coll london","div ecol & evolut","sl5 7py","ascot ","berks","england",NA,NA,NA,"WOS:000538100800021",24,"J","2020","WILEY"
"125",125,125,"Leverkus, Alexandro B.",1,"Imperial Coll London, Div Ecol & Evolut, Silwood Pk, Ascot SL5 7PY, Berks, England.","imperial coll london","div ecol & evolut","sl5 7py","ascot ","berks","england",NA,NA,NA,"WOS:000538100800021",24,"J","2020","WILEY"
"126",126,126,"Cao, Min",7,"Chinese Acad Sci, Xishuangbanna Trop Bot Garden, CAS Key Lab Trop Forest Ecol, Kunming 650201, Yunnan, Peoples R China.","chinese acad sci","xishuangbanna trop bot garden"," 65020","kunming","yunnan","peoples r china",NA,NA,NA,"WOS:000538100800014",25,"J","2020","WILEY"
"127",127,127,"Laughlin, Daniel C.",2,"Univ Wyoming, Dept Bot, Laramie, WY 82071 USA.","univ wyoming","dept bot","82071","laramie","wy","usa",NA,NA,NA,"WOS:000538100800014",25,"J","2020","WILEY"
"128",128,128,"Lin, Luxiang",6,"Chinese Acad Sci, Xishuangbanna Trop Bot Garden, CAS Key Lab Trop Forest Ecol, Kunming 650201, Yunnan, Peoples R China.","chinese acad sci","xishuangbanna trop bot garden"," 65020","kunming","yunnan","peoples r china",NA,NA,NA,"WOS:000538100800014",25,"J","2020","WILEY"
"129",129,129,"Swenson, Nathan",8,"Univ Maryland, Dept Biol, 1210 Biol Psychol Bldg,4094 Campus Dr, College Pk, MD 20742 USA.","univ maryland","4094 campus dr","20742","college pk","md","usa",NA,NA,NA,"WOS:000538100800014",25,"J","2020","WILEY"
"130",130,130,"Umana, Maria N.",4,"Univ Michigan, Dept Ecol & Evolutionary Biol, Ann Arbor, MI 48109 USA.","univ michigan","dept ecol & evolutionary biol","48109","ann arbor","mi","usa",NA,NA,"0000-0001-5876-7720","WOS:000538100800014",25,"J","2020","WILEY"
"131",131,131,"Worthy, Samantha J.",1,"Univ Maryland, Dept Biol, 1210 Biol Psychol Bldg,4094 Campus Dr, College Pk, MD 20742 USA.","univ maryland","4094 campus dr","20742","college pk","md","usa",NA,NA,"0000-0003-0414-2607","WOS:000538100800014",25,"J","2020","WILEY"
"132",132,132,"Zambrano, Jenny",3,"Washington State Univ, Sch Biol Sci, Pullman, WA 99164 USA.","washington state univ","sch biol sci","99164","pullman","wa","usa",NA,NA,NA,"WOS:000538100800014",25,"J","2020","WILEY"
"133",133,133,"Zhang, Caicai",5,"Chinese Acad Sci, Xishuangbanna Trop Bot Garden, CAS Key Lab Trop Forest Ecol, Kunming 650201, Yunnan, Peoples R China.","chinese acad sci","xishuangbanna trop bot garden"," 65020","kunming","yunnan","peoples r china",NA,NA,NA,"WOS:000538100800014",25,"J","2020","WILEY"
"134",134,134,"Davies, Stuart J.",3,"Smithsonian Inst, Ctr Trop Forest Sci, Washington, DC 20013 USA.","smithsonian inst","ctr trop forest sci","20013","washington","dc","usa",NA,NA,NA,"WOS:000536706000001",26,"J",NA,"WILEY"
"135",135,135,"Peay, Kabir G.",4,"Stanford Univ, Dept Biol, Stanford, CA 94305 USA.","stanford univ","dept biol","94305","stanford","ca","usa",NA,NA,"0000-0002-7998-7412","WOS:000536706000001",26,"J",NA,"WILEY"
"136",136,136,"Russo, Sabrina E.",2,"Univ Nebraska, Sch Biol Sci, Lincoln, NE 68588 USA.","univ nebraska","sch biol sci","68588","lincoln","ne","usa",NA,NA,NA,"WOS:000536706000001",26,"J",NA,"WILEY"
"137",137,137,"Segnitz, R. Max",1,"Stanford Univ, Dept Biol, Stanford, CA 94305 USA.","stanford univ","dept biol","94305","stanford","ca","usa",NA,NA,NA,"WOS:000536706000001",26,"J",NA,"WILEY"
"138",138,138,"Burghardt, Karin T.",4,"Smithsonian Environm Res Ctr, POB 28, Edgewater, MD 21037 USA.","smithsonian environm res ctr","pob 28","21037","edgewater","md","usa",NA,NA,"0000-0002-9302-6802","WOS:000536053100001",27,"J",NA,"WILEY"
"139",139,139,"Cook-Patton, Susan C.",3,"Smithsonian Environm Res Ctr, POB 28, Edgewater, MD 21037 USA.","smithsonian environm res ctr","pob 28","21037","edgewater","md","usa",NA,NA,NA,"WOS:000536053100001",27,"J",NA,"WILEY"
"140",140,140,"Devaney, John L.",1,"Univ Dublin, Trinity Coll Dublin, Bot Dept, Dublin 2, Ireland.","univ dublin","trinity coll dublin",NA,"bot dept","dublin ","ireland",NA,NA,"0000-0002-7676-0378","WOS:000536053100001",27,"J",NA,"WILEY"
"141",141,141,"Parker, John D.",5,"Smithsonian Environm Res Ctr, POB 28, Edgewater, MD 21037 USA.","smithsonian environm res ctr","pob 28","21037","edgewater","md","usa",NA,NA,NA,"WOS:000536053100001",27,"J",NA,"WILEY"
"142",142,142,"Pullen, Jamie",2,"Smithsonian Environm Res Ctr, POB 28, Edgewater, MD 21037 USA.","smithsonian environm res ctr","pob 28","21037","edgewater","md","usa",NA,NA,NA,"WOS:000536053100001",27,"J",NA,"WILEY"
"143",143,143,"de Gier, Werner",1,"Nat Biodivers Ctr, Taxon & Systemat Grp, POB 9517, NL-2300 RA Leiden, Netherlands.","nat biodivers ctr","taxon & systemat grp","2300"," ra leiden",NA,"netherlands",NA,NA,NA,"WOS:000535642000001",28,"J",NA,"WILEY"
"144",144,144,"Fransen, Charles H. J. M.",2,"Nat Biodivers Ctr, Taxon & Systemat Grp, POB 9517, NL-2300 RA Leiden, Netherlands.","nat biodivers ctr","taxon & systemat grp","2300"," ra leiden",NA,"netherlands",NA,NA,NA,"WOS:000535642000001",28,"J",NA,"WILEY"
"145",145,145,"Hoeksema, Bert W.",4,"Nat Biodivers Ctr, Taxon & Systemat Grp, POB 9517, NL-2300 RA Leiden, Netherlands.","nat biodivers ctr","taxon & systemat grp","2300"," ra leiden",NA,"netherlands",NA,NA,NA,"WOS:000535642000001",28,"J",NA,"WILEY"
"146",146,146,"Low, Alev Ozten",3,"Kaya Seabird 1C, Kralendijk, Bonaire Caribbe, Bonaire.","kaya seabird 1c",NA,NA,"kralendijk","bonaire caribbe","bonaire",NA,NA,NA,"WOS:000535642000001",28,"J",NA,"WILEY"
"147",147,147,"Crystal-Ornelas, Robert",1,"Rutgers State Univ, Sch Environm & Biol Sci, Dept Ecol Evolut & Nat Resources, Coll Farm Rd, New Brunswick, NJ 08901 USA.","rutgers state univ","coll farm rd","08901","new brunswick","nj","usa",NA,"AAK-3887-2020","0000-0002-6339-1139","WOS:000535643400001",29,"J",NA,"WILEY"
"148",148,148,"Lockwood, Julie L.",2,"Rutgers State Univ, Sch Environm & Biol Sci, Dept Ecol Evolut & Nat Resources, Coll Farm Rd, New Brunswick, NJ 08901 USA.","rutgers state univ","coll farm rd","08901","new brunswick","nj","usa",NA,NA,NA,"WOS:000535643400001",29,"J",NA,"WILEY"
"149",149,149,"Afkhami, Michelle E.",5,"Univ Miami, Dept Biol, 1301 Mem Dr, Coral Gables, FL 33146 USA.","univ miami","1301 mem dr","33146","coral gables","fl","usa",NA,NA,NA,"WOS:000535643100001",30,"J",NA,"WILEY"
"150",150,150,"David, Aaron S.",1,"Univ Miami, Dept Biol, 1301 Mem Dr, Coral Gables, FL 33146 USA.","univ miami","1301 mem dr","33146","coral gables","fl","usa",NA,NA,NA,"WOS:000535643100001",30,"J",NA,"WILEY"
"151",151,151,"Menges, Eric S. M.",3,"Archbold Biol Stn, 123 Main Dr, Venus, FL 33960 USA.","archbold biol stn","123 main dr","33960","venus","fl","usa",NA,NA,NA,"WOS:000535643100001",30,"J",NA,"WILEY"
"152",152,152,"Searcy, Christopher A.",4,"Univ Miami, Dept Biol, 1301 Mem Dr, Coral Gables, FL 33146 USA.","univ miami","1301 mem dr","33146","coral gables","fl","usa",NA,NA,NA,"WOS:000535643100001",30,"J",NA,"WILEY"
"153",153,153,"Thapa-Magar, Khum B.",2,"Univ Miami, Dept Biol, 1301 Mem Dr, Coral Gables, FL 33146 USA.","univ miami","1301 mem dr","33146","coral gables","fl","usa",NA,NA,NA,"WOS:000535643100001",30,"J",NA,"WILEY"
"154",154,154,"Baxter, Colden, V",2,"Idaho State Univ, Stream Ecol Ctr, Dept Biol Sci, Pocatello, ID 83209 USA.","idaho state univ","dept biol sci","83209","pocatello","id","usa",NA,NA,NA,"WOS:000535641700001",31,"J",NA,"WILEY"
"155",155,155,"Benjamin, Joseph R.",3,"US Geol Survey, Forest & Rangeland Ecosyst Sci Ctr, Boise, ID 83702 USA.","us geol survey","forest & rangeland ecosyst sci ctr","83702","boise","id","usa",NA,NA,NA,"WOS:000535641700001",31,"J",NA,"WILEY"
"156",156,156,"Fausch, Kurt D.",6,"Colorado Stare Univ, Dept Fish Wildlife & Conservat Biol, Ft Collins, CO 80523 USA.","colorado stare univ","dept fish wildlife & conservat biol","80523","ft collins","co","usa",NA,NA,NA,"WOS:000535641700001",31,"J",NA,"WILEY"
"157",157,157,"Marcarelli, Amy M.",1,"Michigan Technol Univ, Dept Biol Sci, Houghton, MI 49931 USA.","michigan technol univ","dept biol sci","49931","houghton","mi","usa",NA,"J-3017-2012","0000-0002-4175-9211","WOS:000535641700001",31,"J",NA,"WILEY"
"158",158,158,"Miyake, Yo",4,"Ehime Univ, Grad Sch Sci & Engn, Matsuyama, Ehime 7908577, Japan.","ehime univ","grad sch sci & engn"," 79085","ehime",NA,"japan",NA,NA,NA,"WOS:000535641700001",31,"J",NA,"WILEY"
"159",159,159,"Murakami, Masashi",5,"Chiba Univ, Fac Sci, Community Ecol Lab, Chiba 2638522, Japan.","chiba univ","fac sci"," 26385","chiba",NA,"japan",NA,NA,NA,"WOS:000535641700001",31,"J",NA,"WILEY"
"160",160,160,"Nakano, Shigeru",7,"Kyoto Univ, Ctr Ecol Res, Hirano, Shiga 5202113, Japan.","kyoto univ","ctr ecol res"," 52021","shiga",NA,"japan",NA,NA,NA,"WOS:000535641700001",31,"J",NA,"WILEY"
"161",161,161,"Alonzo, Suzanne H.",3,"Univ Calif Santa Cruz, Dept Ecol & Evolutionary Biol, Santa Cruz, CA 95064 USA.","univ calif santa cruz","dept ecol & evolutionary biol","95064","santa cruz","ca","usa",NA,NA,NA,"WOS:000534370200001",32,"J",NA,"WILEY"
"162",162,162,"Mitterwallner, Pauline",5,"Victoria Univ Wellington, Sch Biol Sci, Wellington 6140, New Zealand.","victoria univ wellington",NA,NA,"sch biol sci","wellington ","new zealand",NA,NA,NA,"WOS:000534370200001",32,"J",NA,"WILEY"
"163",163,163,"Noonburg, Erik G.",4,"Florida Atlantic Univ, Biol Sci, Davie, FL 33314 USA.","florida atlantic univ","biol sci","33314","davie","fl","usa",NA,NA,NA,"WOS:000534370200001",32,"J",NA,"WILEY"
"164",164,164,"Osenberg, Craig W.",2,"Univ Georgia, Odum Sch Ecol, 140 East Green St, Athens, GA 30602 USA.","univ georgia","140 east green st","30602","athens","ga","usa",NA,NA,"0000-0003-1918-7904","WOS:000534370200001",32,"J",NA,"WILEY"
"165",165,165,"Shima, Jeffrey S.",1,"Victoria Univ Wellington, Sch Biol Sci, Wellington 6140, New Zealand.","victoria univ wellington",NA,NA,"sch biol sci","wellington ","new zealand",NA,NA,"0000-0001-5770-4859","WOS:000534370200001",32,"J",NA,"WILEY"
"166",166,166,"Swearer, Stephen E.",6,"Univ Melbourne, Sch Biosci, Melbourne, Vic 3010, Australia.","univ melbourne","sch biosci",NA,"melbourne","vic ","australia",NA,NA,NA,"WOS:000534370200001",32,"J",NA,"WILEY"
"167",167,167,"Burkle, Laura A.",3,"Montana State Univ, Dept Ecol, Bozeman, MT 59717 USA.","montana state univ","dept ecol","59717","bozeman","mt","usa",NA,NA,NA,"WOS:000534369700001",33,"J",NA,"WILEY"
"168",168,168,"deAguiar, Marcus A. M.",9,"Univ Estadual Campinas, Inst Fis Gleb Wataghin, BR-13083859 Campinas, SP, Brazil.","univ estadual campinas","inst fis gleb wataghin","13083859"," campinas","sp","brazil",NA,NA,NA,"WOS:000534369700001",33,"J",NA,"WILEY"
"169",169,169,"Diaz-Castelazo, Cecilia",4,"Inst Ecol AC, Red Interacc Multitrof, Xalapa 11351, Veracruz, Mexico.","inst ecol ac","inst ecol ac"," 11351","xalapa","veracruz","mexico",NA,NA,NA,"WOS:000534369700001",33,"J",NA,"WILEY"
"170",170,170,"Guimaraes Jr, Paulo R.",10,"Univ Sao Paulo, Inst Biociencias, Dept Ecol, BR-05508090 Sao Paulo, Brazil.","univ sao paulo","inst biociencias","05508090"," sao paulo",NA,"brazil",NA,NA,NA,"WOS:000534369700001",33,"J",NA,"WILEY"
"171",171,171,"Hembry, David H.",5,"Cornell Univ, Dept Entomol, Ithaca, NY 14853 USA.","cornell univ","dept entomol","14853","ithaca","ny","usa",NA,NA,NA,"WOS:000534369700001",33,"J",NA,"WILEY"
"172",172,172,"Medeiros, Lucas P.",8,"MIT, Dept Civil & Environm Engn, Cambridge, MA 02142 USA.","mit","dept civil & environm engn","02142","cambridge","ma","usa",NA,NA,"0000-0002-0320-5058","WOS:000534369700001",33,"J",NA,"WILEY"
"173",173,173,"Newman, Erica A.",7,"Univ Arizona, Dept Ecol & Evolutionary Biol, Tucson, AZ 85721 USA.","univ arizona","dept ecol & evolutionary biol","85721","tucson","az","usa",NA,NA,"0000-0001-6433-8594","WOS:000534369700001",33,"J",NA,"WILEY"
"174",174,174,"O'Donnell, James L.",2,"Univ Washington, Sch Marine & Environm Affairs, Seattle, WA 98105 USA.","univ washington","sch marine & environm affairs","98105","seattle","wa","usa",NA,NA,NA,"WOS:000534369700001",33,"J",NA,"WILEY"
"175",175,175,"Pires, Mathias M.",1,"Univ Estadual Campinas, Inst Biol, Dept Biol Anim, BR-13083862 Campinas, SP, Brazil.","univ estadual campinas","inst biol","13083862"," campinas","sp","brazil",NA,"I-4489-2012","0000-0003-2500-4748","WOS:000534369700001",33,"J",NA,"WILEY"
"176",176,176,"Yeakel, Justin D.",6,"Univ Calif Merced, Sch Nat Sci, Merced, CA 95343 USA.","univ calif merced","sch nat sci","95343","merced","ca","usa",NA,NA,NA,"WOS:000534369700001",33,"J",NA,"WILEY"
"177",177,177,"Jenkins, David G.",3,"Univ Cent Florida, Dept Biol, 4110 Libra Dr, Orlando, FL 32816 USA.","univ cent florida","4110 libra dr","32816","orlando","fl","usa",NA,NA,NA,"WOS:000534334200001",34,"J",NA,"WILEY"
"178",178,178,"King, Joshua R.",2,"Univ Cent Florida, Dept Biol, 4110 Libra Dr, Orlando, FL 32816 USA.","univ cent florida","4110 libra dr","32816","orlando","fl","usa",NA,NA,NA,"WOS:000534334200001",34,"J",NA,"WILEY"
"179",179,179,"Ohyama, Leo",1,"Univ Cent Florida, Dept Biol, 4110 Libra Dr, Orlando, FL 32816 USA.","univ cent florida","4110 libra dr","32816","orlando","fl","usa",NA,NA,"0000-0002-1874-2972","WOS:000534334200001",34,"J",NA,"WILEY"
"180",180,180,"Opedal, Oystein H.",1,"Univ Helsinki, Fac Biol & Environm Sci, Organismal & Evolutionary Biol Res Programme, Helsinki, Finland.","univ helsinki","fac biol & environm sci","elsin","hki",NA,"finland",NA,NA,"0000-0002-7841-6933","WOS:000534488900001",35,"J",NA,"WILEY"
"181",181,181,"Ovaskainen, Otso",4,"Univ Helsinki, Fac Biol & Environm Sci, Organismal & Evolutionary Biol Res Programme, Helsinki, Finland.","univ helsinki","fac biol & environm sci","elsin","hki",NA,"finland",NA,"D-9119-2012","0000-0001-9750-4421","WOS:000534488900001",35,"J",NA,"WILEY"
"182",182,182,"Tikhonov, Gleb",3,"Univ Helsinki, Fac Biol & Environm Sci, Organismal & Evolutionary Biol Res Programme, Helsinki, Finland.","univ helsinki","fac biol & environm sci","elsin","hki",NA,"finland",NA,NA,NA,"WOS:000534488900001",35,"J",NA,"WILEY"
"183",183,183,"von Numers, Mikael",2,"Abo Akad Univ, Dept Biosci Environm & Marine Biol, FI-20520 Turku, Finland.","abo akad univ","dept biosci environm & marine biol","20520"," turku",NA,"finland",NA,NA,NA,"WOS:000534488900001",35,"J",NA,"WILEY"
"184",184,184,"Breviglieri, Crasso P. B.",2,"State Univ Campinas UNICAMP, Dept Anim Biol, Inst Biol, BR-13083970 Campinas, Brazil.","state univ campinas unicamp","dept anim biol","13083970"," campinas",NA,"brazil",NA,"E-6202-2018","0000-0001-5489-2241","WOS:000534496200001",36,"J",NA,"WILEY"
"185",185,185,"Recalde, Fatima C.",1,"State Univ Campinas UNICAMP, Programa Pos Grad Ecol, Inst Biol, BR-13083970 Campinas, Brazil.","state univ campinas unicamp","programa pos grad ecol","13083970"," campinas",NA,"brazil",NA,NA,"0000-0002-0717-1596","WOS:000534496200001",36,"J",NA,"WILEY"
"186",186,186,"Romero, Gustavo Q.",3,"State Univ Campinas UNICAMP, Dept Anim Biol, Inst Biol, BR-13083970 Campinas, Brazil.","state univ campinas unicamp","dept anim biol","13083970"," campinas",NA,"brazil",NA,"H-8974-2012","0000-0003-3736-4759","WOS:000534496200001",36,"J",NA,"WILEY"
"187",187,187,"Guilbeault-Mayers, Xavier",1,"Univ Montreal, Inst Rech Biol Vegetale, Dept Sci Biol, 4101 Sherbrooke Est, Montreal, PQ H1X 2B1, Canada.","univ montreal","inst rech biol vegetale"," h1x 2b1","pq",NA,"canada",NA,NA,NA,"WOS:000534079200001",37,"J",NA,"WILEY"
"188",188,188,"Laliberte, Etienne",3,"Univ Montreal, Inst Rech Biol Vegetale, Dept Sci Biol, 4101 Sherbrooke Est, Montreal, PQ H1X 2B1, Canada.","univ montreal","inst rech biol vegetale"," h1x 2b1","pq",NA,"canada",NA,"B-6855-2008","0000-0002-3167-2622","WOS:000534079200001",37,"J",NA,"WILEY"
"189",189,189,"Turner, Benjamin L.",2,"Smithsonian Trop Res Inst, Apartado 0843-03092, Balboa, Panama.","smithsonian trop res inst","smithsonian trop res inst","0843-03092","apartado ","balboa","panama",NA,NA,NA,"WOS:000534079200001",37,"J",NA,"WILEY"
"190",190,190,"Kent, Cody M.",1,"Tulane Univ, Dept Ecol & Evolutionary Biol, New Orleans, LA 70118 USA.","tulane univ","dept ecol & evolutionary biol","70118","new orleans","la","usa",NA,NA,"0000-0002-6764-8050","WOS:000534078900001",38,"J",NA,"WILEY"
"191",191,191,"Sherry, Thomas W.",2,"Tulane Univ, Dept Ecol & Evolutionary Biol, New Orleans, LA 70118 USA.","tulane univ","dept ecol & evolutionary biol","70118","new orleans","la","usa",NA,NA,NA,"WOS:000534078900001",38,"J",NA,"WILEY"
"192",192,192,"Callaway, Ragan M.",7,"Univ Montana, Div Biol Sci, Missoula, MT 59812 USA.","univ montana","div biol sci","59812","missoula","mt","usa",NA,NA,NA,"WOS:000534079700001",39,"J",NA,"WILEY"
"193",193,193,"Liao, Huixuan",6,"Sun Yat Sen Univ, Sch Life Sci, Guangzhou 510006, Peoples R China.","sun yat sen univ","sch life sci"," 51000","guangzhou",NA,"peoples r china",NA,NA,NA,"WOS:000534079700001",39,"J",NA,"WILEY"
"194",194,194,"Maron, John L.",2,"Univ Montana, Div Biol Sci, Missoula, MT 59812 USA.","univ montana","div biol sci","59812","missoula","mt","usa",NA,NA,NA,"WOS:000534079700001",39,"J",NA,"WILEY"
"195",195,195,"Nagy, David U.",3,"Univ Pecs, Inst Biol, Fac Sci, H-7624 Pecs, Hungary.","univ pecs","inst biol","7624"," pecs",NA,"hungary",NA,NA,"0000-0001-7742-4459","WOS:000534079700001",39,"J",NA,"WILEY"
"196",196,196,"Pal, Robert W.",1,"Montana Technol Univ, Dept Biol Sci, Butte, MT 59701 USA.","montana technol univ","dept biol sci","59701","butte","mt","usa",NA,NA,NA,"WOS:000534079700001",39,"J",NA,"WILEY"
"197",197,197,"Tosto, Ambra",5,"Wageningen Univ, Ctr Crop Syst Anal, NL-6708 PB Wageningen, Netherlands.","wageningen univ","ctr crop syst anal","6708"," pb wageningen",NA,"netherlands",NA,NA,NA,"WOS:000534079700001",39,"J",NA,"WILEY"
"198",198,198,"Waller, Lauren P.",4,"Univ Montana, Div Biol Sci, Missoula, MT 59812 USA.","univ montana","div biol sci","59812","missoula","mt","usa",NA,NA,NA,"WOS:000534079700001",39,"J",NA,"WILEY"
"199",199,199,"Bharti, Daizy",1,"Zool Survey India, M Block, Kolkata 700053, India.","zool survey india","m block"," 70005","kolkata",NA,"india",NA,NA,NA,"WOS:000534080000001",40,"J",NA,"WILEY"
"200",200,200,"Chandra, Kailash",4,"Zool Survey India, M Block, Kolkata 700053, India.","zool survey india","m block"," 70005","kolkata",NA,"india",NA,NA,NA,"WOS:000534080000001",40,"J",NA,"WILEY"
